id,layer,path,surface,current_state,final_decision,gate,evidence
CVRS-INV-00415,plan/AWBC reference,constants[id],Constant,reference AwbcConstantId,id < len; typed constant row; Tuple/Sequence/Record/Variant/Range/Opaque child constants use tri-color DFS; cycle -> ConstantCycle before value validation,P6/P8/P9,AWBC_REFERENCE_RESOLUTION.csv
CVRS-INV-00416,plan/AWBC reference,signatures[id],Signature,reference AwbcSignatureId,id < len; all param/result type IDs valid; no signature recursion; bounds error,P6/P8/P9,AWBC_REFERENCE_RESOLUTION.csv
CVRS-INV-00417,plan/AWBC reference,functions[id],Function,reference AwbcFunctionId,id < len; signature/frame/block ranges valid; function references may alias; no recursive type authority; alias accepted only when resolved signatures equal where equality required,P6/P8/P9,AWBC_REFERENCE_RESOLUTION.csv
CVRS-INV-00418,plan/AWBC reference,functions[f].frame_layout -> slots[id],Frame register,reference AwbcRegisterId,register index < slots.len; one sole register type owner; out-of-bounds before opcode type rule,P6/P8/P9,AWBC_REFERENCE_RESOLUTION.csv
CVRS-INV-00419,plan/AWBC reference,typed_patterns[id],Pattern,reference AwbcPatternId,id < len; wrapper expected type valid; Tuple/Record/Sequence/Variant/Whole children tri-color DFS; cycle -> PatternCycle before pattern/root correlation,P6/P8/P9,AWBC_REFERENCE_RESOLUTION.csv
CVRS-INV-00420,plan/AWBC reference,function block instruction range,Instruction,reference AwbcInstructionId,range checked_end no overflow; ownership exact; no cross-function instruction alias; range/bounds before typed slot resolution,P6/P8/P9,AWBC_REFERENCE_RESOLUTION.csv
CVRS-INV-00421,plan/AWBC reference,blocks[id],Block,reference AwbcBlockId,function.block range ownership and terminator refs; block graph cycles allowed for control flow; not a type cycle,P6/P8/P9,AWBC_REFERENCE_RESOLUTION.csv
CVRS-INV-00422,plan/AWBC reference,task_plans[id],Task plan,reference AwbcTaskPlanId,id bounds; signature; argument count equals params; same plan may be referenced many times; alias allowed; every call rechecks actual signature,P6/P8/P9,AWBC_REFERENCE_RESOLUTION.csv
CVRS-INV-00423,plan/AWBC reference,effect_plans[id],Effect plan,reference AwbcEffectPlanId,id bounds; signature; static_args <= params; audio id valid; same effect may be referenced many times; dynamic args start exactly at static_args.len(),P6/P8/P9,AWBC_REFERENCE_RESOLUTION.csv
CVRS-INV-00424,plan/AWBC reference,owning effect signature params[index],Audio Arg,reference AwbcAudioArg,index < params.len; no free/global argument namespace; out-of-bounds before type comparison,P6/P8/P9,AWBC_REFERENCE_RESOLUTION.csv
CVRS-INV-00425,plan/AWBC reference,typed constants[id].ty,Audio Const,reference AwbcConstantId,"constant bounds/cycle first; alias allowed; type comes from constant owner, never effect claim",P6/P8/P9,AWBC_REFERENCE_RESOLUTION.csv
CVRS-INV-00426,plan/AWBC reference,stream_plans[id],Stream plan,reference AwbcStreamPlanId,item/error types and transform function valid; references alias allowed; transform signature checked against item/error contract,P6/P8/P9,AWBC_REFERENCE_RESOLUTION.csv
CVRS-INV-00427,plan/AWBC reference,source_plans[id],Source plan,reference AwbcSourcePlanId,item/error/open/handler references valid; references alias allowed; handler expected type selected by event kind,P6/P8/P9,AWBC_REFERENCE_RESOLUTION.csv
CVRS-INV-00428,plan/AWBC reference,entries[id].signature,Entry signature,reference AwbcSignatureId,entry bounds then signature; target function/routes independently validated; signature/target mismatch before origin comparison,P6/P8/P9,AWBC_REFERENCE_RESOLUTION.csv
CVRS-INV-00429,plan/AWBC reference,RuntimePlan.type_declarations[id],Plan type declaration,reference RuntimePlanTypeId,id bounds; declaration resolves in admitted generation; no declaration cycles; checked type nominal traversal bounded separately; unknown/conflicting generation fact before site publication,P6/P8/P9,AWBC_REFERENCE_RESOLUTION.csv
CVRS-INV-00430,plan/AWBC reference,RuntimeTypedExpr.nodes,Expression node,reference RuntimeIndexPath,"path starts [0], <=64, exact unique complete set; child grammar from RUNTIME_PLAN_EXPR_RESOLUTION.csv; missing/extra/duplicate before semantic root correlation; exact root [0] and every present child; declaration kind Checked or Operational; operational cannot emit AWBC origin/context",P02/P07,RUNTIME_EXPR_NODE_API.md + RUNTIME_PLAN_TYPE_KIND.csv + RUNTIME_EXPR_NODE_RESOLUTION.csv
CVRS-INV-00431,plan/AWBC reference,RuntimeTypedPattern.nodes,Pattern node,reference RuntimeIndexPath,same path validation; child grammar from RUNTIME_PLAN_PATTERN_RESOLUTION.csv; missing/extra/duplicate before binding publication,P6/P8/P9,AWBC_REFERENCE_RESOLUTION.csv
CVRS-INV-00432,plan/AWBC reference,typed_origins[id],Origin,reference AwbcTypedOrigin,plan_site and awbc_site custom Deserialize; sorted unique by pair; no root/type field and therefore no authorization cycle; duplicate/conflicting origin before pair equality,P6/P8/P9,AWBC_REFERENCE_RESOLUTION.csv
CVRS-INV-00433,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,LoadConstDestination,dst,canonical field tag 0; frame(dst),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00434,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,LoadConstConstant,constant,canonical field tag 1; typed constant type,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00435,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,MoveDestination,dst,canonical field tag 0; frame(dst),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00436,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,MoveSource,src,canonical field tag 1; frame(src),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00437,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,ClearRegister,register,canonical field tag 0; frame(register),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00438,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,BindPatternPatternExpected,pattern,canonical field tag 0; typed pattern expected,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00439,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,BindPatternValue,value,canonical field tag 1; frame(value),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00440,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,TestPatternDestinationBool,dst,canonical field tag 0; frame(dst) must Bool,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00441,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,TestPatternPatternExpected,pattern,canonical field tag 1; typed pattern expected,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00442,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,TestPatternValue,value,canonical field tag 2; frame(value),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00443,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,MakeTupleDestination,dst,canonical field tag 0; frame(dst) tuple,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00444,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,MakeTupleItem { item: u32 },items[i],canonical field tag 1; frame(items[i]),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00445,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,MakeSequenceDestination,dst,canonical field tag 0; frame(dst) sequence,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00446,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,MakeSequenceItem { item: u32 },items[i],canonical field tag 1; frame(items[i]),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00447,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,RepeatSequenceDestination,dst,canonical field tag 0; frame(dst) sequence,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00448,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,RepeatSequenceValue,value,canonical field tag 1; frame(value) item,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00449,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,RepeatSequenceLength,len,canonical field tag 2; frame(len) unsigned,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00450,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,SequenceLenDestination,dst,canonical field tag 0; frame(dst) unsigned,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00451,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,SequenceLenSequence,sequence,canonical field tag 1; frame(sequence),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00452,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,SequenceGetDestination,dst,canonical field tag 0; frame(dst) item,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00453,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,SequenceGetSequence,sequence,canonical field tag 1; frame(sequence),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00454,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,SequenceGetIndex,index,canonical field tag 2; frame(index) unsigned,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00455,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,SequenceSliceDestination,dst,canonical field tag 0; frame(dst) sequence,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00456,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,SequenceSliceSequence,sequence,canonical field tag 1; frame(sequence),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00457,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,SequenceSliceStart,start,canonical field tag 2; frame(start) unsigned,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00458,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,SequencePushSequence,sequence,canonical field tag 0; frame(sequence),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00459,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,SequencePushValue,value,canonical field tag 1; frame(value) item,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00460,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,MakeRecordDestination,dst,canonical field tag 0; frame(dst),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00461,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,MakeRecordDeclaredType,ty,canonical field tag 1; runtime type declaration,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00462,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,MakeRecordField { field: u32 },fields[i],canonical field tag 2; frame(fields[i]); field_names[i] resolves descriptor field,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00463,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,MakeVariantDestination,dst,canonical field tag 0; frame(dst),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00464,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,MakeVariantDeclaredType,ty,canonical field tag 1; runtime type declaration,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00465,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,MakeVariantPayload,payload,canonical field tag 2; frame(payload) when present,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00466,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,ProjectTupleDestination,dst,canonical field tag 0; frame(dst),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00467,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,ProjectTupleTarget,target,canonical field tag 1; frame(target) tuple,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00468,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,ProjectRecordDestination,dst,canonical field tag 0; frame(dst),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00469,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,ProjectRecordTarget,target,canonical field tag 1; frame(target) record,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00470,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,ProjectFieldDestination,dst,canonical field tag 0; frame(dst),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00471,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,ProjectFieldTarget,target,canonical field tag 1; frame(target) record,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00472,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,UnaryDestination,dst,canonical field tag 0; frame(dst),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00473,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,UnarySource,src,canonical field tag 1; frame(src),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00474,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,BinaryDestination,dst,canonical field tag 0; frame(dst),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00475,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,BinaryLeft,lhs,canonical field tag 1; frame(lhs),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00476,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,BinaryRight,rhs,canonical field tag 2; frame(rhs),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00477,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,CallPureHelperDestination,dst,canonical field tag 0; frame(dst),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00478,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,CallPureHelperArgument { argument: u32 },args[i],canonical field tag 1; frame(args[i]); helper.signature.params[i],P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00479,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,CallIntrinsicDestination,dst,canonical field tag 0; optional frame(dst); intrinsic signature result,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00480,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,CallIntrinsicArgument { argument: u32 },args[i],canonical field tag 1; frame(args[i]); intrinsic signature params[i],P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00481,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,EmitEffectArgument { argument: u32 },args[i],canonical field tag 0; frame(args[i]); effect.signature parameter after static prefix,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00482,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,StartTaskDestination,dst,canonical field tag 0; frame(dst); task signature result/handle rule,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00483,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,StartTaskArgument { argument: u32 },args[i],canonical field tag 1; frame(args[i]); task.signature.params[i],P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00484,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,SpawnFiberDestination,dst,canonical field tag 0; optional frame(dst); function signature result/handle rule,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00485,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,SpawnFiberArgument { argument: u32 },args[i],canonical field tag 1; frame(args[i]); target function signature params[i],P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00486,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,StreamYieldValue,value,canonical field tag 0; frame(value); stream.item_type,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00487,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,DropRegister,register,canonical field tag 0; frame(register),P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00488,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,SourceYieldValue,value,canonical field tag 0; frame(value); source.item_type,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00489,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,AssignFieldTarget,target,canonical field tag 0; frame(target) record,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00490,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,AssignFieldValue,value,canonical field tag 1; frame(value); selected field type,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00491,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,CallTraitMethodDestination,dst,canonical field tag 0; frame(dst); method result,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00492,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,CallTraitMethodReceiver,receiver,canonical field tag 1; frame(receiver); method receiver,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00493,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,CallTraitMethodArgument { argument: u32 },args[i],canonical field tag 2; frame(args[i]); method signature parameter after receiver,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00494,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,CallTraitMethodReceiverOut,receiver_out,canonical field tag 3; optional frame; same receiver type for mutable/owned,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00495,AWBC instruction slot,crates/arcweft-core/src/awbc/schema.rs,RegisterCleanupArgument { argument: u32 },args[i],canonical field tag 0; frame(args[i]); effect signature after static prefix,P8/P9,AWBC_INSTRUCTION_TYPED_SLOTS.csv
CVRS-INV-00496,AWBC terminator slot,crates/arcweft-core/src/awbc/schema.rs,BranchCondition,condition,canonical field tag 0; frame(condition) must Bool,P8/P9,AWBC_TERMINATOR_TYPED_SLOTS.csv
CVRS-INV-00497,AWBC terminator slot,crates/arcweft-core/src/awbc/schema.rs,MatchScrutinee,scrutinee,canonical field tag 0; frame(scrutinee); each match-arm pattern expected type,P8/P9,AWBC_TERMINATOR_TYPED_SLOTS.csv
CVRS-INV-00498,AWBC terminator slot,crates/arcweft-core/src/awbc/schema.rs,CallFunctionArgument { argument: u32 },args[i],canonical field tag 0; frame(args[i]); target signature params[i],P8/P9,AWBC_TERMINATOR_TYPED_SLOTS.csv
CVRS-INV-00499,AWBC terminator slot,crates/arcweft-core/src/awbc/schema.rs,CallFunctionDestination,dst,canonical field tag 1; optional frame(dst); target result,P8/P9,AWBC_TERMINATOR_TYPED_SLOTS.csv
CVRS-INV-00500,AWBC terminator slot,crates/arcweft-core/src/awbc/schema.rs,GotoStaticArgument { argument: u32 },args[i],canonical field tag 0; frame(args[i]); target signature params[i],P8/P9,AWBC_TERMINATOR_TYPED_SLOTS.csv
CVRS-INV-00501,AWBC terminator slot,crates/arcweft-core/src/awbc/schema.rs,ChoiceDestination,dst,canonical field tag 0; frame(dst); canonical choice result declaration,P8/P9,AWBC_TERMINATOR_TYPED_SLOTS.csv
CVRS-INV-00502,AWBC terminator slot,crates/arcweft-core/src/awbc/schema.rs,AwaitHandle,handle,canonical field tag 0; frame(handle) TaskHandle,P8/P9,AWBC_TERMINATOR_TYPED_SLOTS.csv
CVRS-INV-00503,AWBC terminator slot,crates/arcweft-core/src/awbc/schema.rs,AwaitBinding,binding,canonical field tag 1; typed pattern expected equals task result,P8/P9,AWBC_TERMINATOR_TYPED_SLOTS.csv
CVRS-INV-00504,AWBC terminator slot,crates/arcweft-core/src/awbc/schema.rs,AwaitManySource,source,canonical field tag 0; frame(source) sequence/iterator,P8/P9,AWBC_TERMINATOR_TYPED_SLOTS.csv
CVRS-INV-00505,AWBC terminator slot,crates/arcweft-core/src/awbc/schema.rs,AwaitManyBinding,binding,canonical field tag 1; typed pattern expected equals task item,P8/P9,AWBC_TERMINATOR_TYPED_SLOTS.csv
CVRS-INV-00506,AWBC terminator slot,crates/arcweft-core/src/awbc/schema.rs,HostCallArgument { argument: u32 },args[i],canonical field tag 0; frame(args[i]); host call signature params[i],P8/P9,AWBC_TERMINATOR_TYPED_SLOTS.csv
CVRS-INV-00507,AWBC terminator slot,crates/arcweft-core/src/awbc/schema.rs,HostCallDestination,dst,canonical field tag 1; optional frame(dst); host call result,P8/P9,AWBC_TERMINATOR_TYPED_SLOTS.csv
CVRS-INV-00508,AWBC terminator slot,crates/arcweft-core/src/awbc/schema.rs,ReturnValue,value,canonical field tag 0; optional frame(value); owning function result,P8/P9,AWBC_TERMINATOR_TYPED_SLOTS.csv
CVRS-INV-00509,AWBC audio slot,crates/arcweft-core/src/awbc/schema.rs,PlayVoice,Play.voice,"command tag 0 field tag 0; Arg(n) -> owning effect signature parameter n; Const(c) -> typed constant c; site owner is AwbcEffectPlanId, then effect.audio selects command and effect.signature resolves Arg(n)",P09/P10,AUDIO_SITE_API.md + AWBC_AUDIO_TYPED_SLOTS.csv + AWBC_SITE_RESOLUTION.csv
CVRS-INV-00510,AWBC audio slot,crates/arcweft-core/src/awbc/schema.rs,PlayResource,Play.resource,"command tag 0 field tag 1; Arg(n) -> owning effect signature parameter n; Const(c) -> typed constant c; site owner is AwbcEffectPlanId, then effect.audio selects command and effect.signature resolves Arg(n)",P09/P10,AUDIO_SITE_API.md + AWBC_AUDIO_TYPED_SLOTS.csv + AWBC_SITE_RESOLUTION.csv
CVRS-INV-00511,AWBC audio slot,crates/arcweft-core/src/awbc/schema.rs,PlayBus,Play.bus,"command tag 0 field tag 2; Arg(n) -> owning effect signature parameter n; Const(c) -> typed constant c; site owner is AwbcEffectPlanId, then effect.audio selects command and effect.signature resolves Arg(n)",P09/P10,AUDIO_SITE_API.md + AWBC_AUDIO_TYPED_SLOTS.csv + AWBC_SITE_RESOLUTION.csv
CVRS-INV-00512,AWBC audio slot,crates/arcweft-core/src/awbc/schema.rs,PlayGainDbMilli,Play.gain_db_milli,"command tag 0 field tag 3; Arg(n) -> owning effect signature parameter n; Const(c) -> typed constant c; site owner is AwbcEffectPlanId, then effect.audio selects command and effect.signature resolves Arg(n)",P09/P10,AUDIO_SITE_API.md + AWBC_AUDIO_TYPED_SLOTS.csv + AWBC_SITE_RESOLUTION.csv
CVRS-INV-00513,AWBC audio slot,crates/arcweft-core/src/awbc/schema.rs,PlayPanMilli,Play.pan_milli,"command tag 0 field tag 4; Arg(n) -> owning effect signature parameter n; Const(c) -> typed constant c; site owner is AwbcEffectPlanId, then effect.audio selects command and effect.signature resolves Arg(n)",P09/P10,AUDIO_SITE_API.md + AWBC_AUDIO_TYPED_SLOTS.csv + AWBC_SITE_RESOLUTION.csv
CVRS-INV-00514,AWBC audio slot,crates/arcweft-core/src/awbc/schema.rs,PlayStartFrame,Play.start_frame,"command tag 0 field tag 5; Arg(n) -> owning effect signature parameter n; Const(c) -> typed constant c; site owner is AwbcEffectPlanId, then effect.audio selects command and effect.signature resolves Arg(n)",P09/P10,AUDIO_SITE_API.md + AWBC_AUDIO_TYPED_SLOTS.csv + AWBC_SITE_RESOLUTION.csv
CVRS-INV-00515,AWBC audio slot,crates/arcweft-core/src/awbc/schema.rs,PlayFadeInMillis,Play.fade_in_millis,"command tag 0 field tag 6; Arg(n) -> owning effect signature parameter n; Const(c) -> typed constant c; site owner is AwbcEffectPlanId, then effect.audio selects command and effect.signature resolves Arg(n)",P09/P10,AUDIO_SITE_API.md + AWBC_AUDIO_TYPED_SLOTS.csv + AWBC_SITE_RESOLUTION.csv
CVRS-INV-00516,AWBC audio slot,crates/arcweft-core/src/awbc/schema.rs,StopVoice,Stop.voice,"command tag 1 field tag 0; Arg(n) -> owning effect signature parameter n; Const(c) -> typed constant c; site owner is AwbcEffectPlanId, then effect.audio selects command and effect.signature resolves Arg(n)",P09/P10,AUDIO_SITE_API.md + AWBC_AUDIO_TYPED_SLOTS.csv + AWBC_SITE_RESOLUTION.csv
CVRS-INV-00517,AWBC audio slot,crates/arcweft-core/src/awbc/schema.rs,StopFadeOutMillis,Stop.fade_out_millis,"command tag 1 field tag 1; Arg(n) -> owning effect signature parameter n; Const(c) -> typed constant c; site owner is AwbcEffectPlanId, then effect.audio selects command and effect.signature resolves Arg(n)",P09/P10,AUDIO_SITE_API.md + AWBC_AUDIO_TYPED_SLOTS.csv + AWBC_SITE_RESOLUTION.csv
CVRS-INV-00518,AWBC audio slot,crates/arcweft-core/src/awbc/schema.rs,StopAllFadeOutMillis,StopAll.fade_out_millis,"command tag 2 field tag 0; Arg(n) -> owning effect signature parameter n; Const(c) -> typed constant c; site owner is AwbcEffectPlanId, then effect.audio selects command and effect.signature resolves Arg(n)",P09/P10,AUDIO_SITE_API.md + AWBC_AUDIO_TYPED_SLOTS.csv + AWBC_SITE_RESOLUTION.csv
CVRS-INV-00519,AWBC audio slot,crates/arcweft-core/src/awbc/schema.rs,SetVoiceGainVoice,SetVoiceGain.voice,"command tag 3 field tag 0; Arg(n) -> owning effect signature parameter n; Const(c) -> typed constant c; site owner is AwbcEffectPlanId, then effect.audio selects command and effect.signature resolves Arg(n)",P09/P10,AUDIO_SITE_API.md + AWBC_AUDIO_TYPED_SLOTS.csv + AWBC_SITE_RESOLUTION.csv
CVRS-INV-00520,AWBC audio slot,crates/arcweft-core/src/awbc/schema.rs,SetVoiceGainValue,SetVoiceGain.gain_db_milli,"command tag 3 field tag 1; Arg(n) -> owning effect signature parameter n; Const(c) -> typed constant c; site owner is AwbcEffectPlanId, then effect.audio selects command and effect.signature resolves Arg(n)",P09/P10,AUDIO_SITE_API.md + AWBC_AUDIO_TYPED_SLOTS.csv + AWBC_SITE_RESOLUTION.csv
CVRS-INV-00521,AWBC audio slot,crates/arcweft-core/src/awbc/schema.rs,SetVoiceGainTransition,SetVoiceGain.transition_millis,"command tag 3 field tag 2; Arg(n) -> owning effect signature parameter n; Const(c) -> typed constant c; site owner is AwbcEffectPlanId, then effect.audio selects command and effect.signature resolves Arg(n)",P09/P10,AUDIO_SITE_API.md + AWBC_AUDIO_TYPED_SLOTS.csv + AWBC_SITE_RESOLUTION.csv
CVRS-INV-00522,AWBC audio slot,crates/arcweft-core/src/awbc/schema.rs,SetVoicePanVoice,SetVoicePan.voice,"command tag 4 field tag 0; Arg(n) -> owning effect signature parameter n; Const(c) -> typed constant c; site owner is AwbcEffectPlanId, then effect.audio selects command and effect.signature resolves Arg(n)",P09/P10,AUDIO_SITE_API.md + AWBC_AUDIO_TYPED_SLOTS.csv + AWBC_SITE_RESOLUTION.csv
CVRS-INV-00523,AWBC audio slot,crates/arcweft-core/src/awbc/schema.rs,SetVoicePanValue,SetVoicePan.pan_milli,"command tag 4 field tag 1; Arg(n) -> owning effect signature parameter n; Const(c) -> typed constant c; site owner is AwbcEffectPlanId, then effect.audio selects command and effect.signature resolves Arg(n)",P09/P10,AUDIO_SITE_API.md + AWBC_AUDIO_TYPED_SLOTS.csv + AWBC_SITE_RESOLUTION.csv
