id,layer,path,surface,current_state,final_decision,phase,action,evidence
ASF-INV-00215,type projection,crates/arcweft-runtime-plan/src/semantic_facts.rs,Tuple(items),current landed mapping,Checked(Tuple) iff all descendants checked; else Operational(Tuple),retain,retain,recursive
ASF-INV-00216,type projection,crates/arcweft-runtime-plan/src/semantic_facts.rs,"Result(value,error)",current landed mapping,Checked(Result) iff both checked; else Operational(Result),retain,retain,recursive
ASF-INV-00217,type projection,crates/arcweft-runtime-plan/src/semantic_facts.rs,Option(item),current landed mapping,Checked(Option) iff item checked; else Operational(Option),retain,retain,recursive
ASF-INV-00218,type projection,crates/arcweft-runtime-plan/src/semantic_facts.rs,"Opaque(owner,producer,payload)",current landed mapping,Checked(Opaque) only with exact accepted owner/producer evidence; otherwise error,retain,retain,atomic owner
ASF-INV-00219,type projection,crates/arcweft-runtime-plan/src/semantic_facts.rs,Range(item),current landed mapping,Operational(Range),retain,retain,closed root
ASF-INV-00220,type projection,crates/arcweft-runtime-plan/src/semantic_facts.rs,Iterator(item),current landed mapping,Operational(Iterator),retain,retain,closed root
ASF-INV-00221,type projection,crates/arcweft-runtime-plan/src/semantic_facts.rs,"Map(key,value)",current landed mapping,Operational(Map),retain,retain,closed root
ASF-INV-00222,type projection,crates/arcweft-runtime-plan/src/semantic_facts.rs,"Need(value,error)",current landed mapping,Operational(Need),retain,retain,closed root
ASF-INV-00223,type projection,crates/arcweft-runtime-plan/src/semantic_facts.rs,"Stream(value,error)",current landed mapping,Operational(Stream),retain,retain,closed root
ASF-INV-00224,type projection,crates/arcweft-runtime-plan/src/semantic_facts.rs,"Source(value,error)",current landed mapping,Operational(Source),retain,retain,closed root
ASF-INV-00225,type projection,crates/arcweft-runtime-plan/src/semantic_facts.rs,ThreadHandle(item),current landed mapping,Operational(ThreadHandle),retain,retain,closed root
ASF-INV-00226,type projection,crates/arcweft-runtime-plan/src/semantic_facts.rs,Shared(item),current landed mapping,Operational(Shared),retain,retain,closed root
ASF-INV-00227,type projection,crates/arcweft-runtime-plan/src/semantic_facts.rs,Reference(item),current landed mapping,Operational(Reference),retain,retain,closed root
ASF-INV-00228,type projection,crates/arcweft-runtime-plan/src/semantic_facts.rs,"Function(parameters,result)",current landed mapping,Operational(Function),retain,retain,closed root
ASF-INV-00229,affected consumer,crates/arcweft-core,plan/typed site codecs and tests,audit all raw plan/AWBC/context call sites,consume final typed/admitted/verified/publication owner; delete raw success branches,P04-P15,migrate/delete,workspace member at current Cargo.toml
ASF-INV-00230,affected consumer,crates/arcweft-runtime-plan,entry/callable/flow/helper/trait/stream/source lowerers,audit all raw plan/AWBC/context call sites,consume final typed/admitted/verified/publication owner; delete raw success branches,P04-P15,migrate/delete,workspace member at current Cargo.toml
ASF-INV-00231,affected consumer,crates/arcweft-compiler,project compile/cache transaction and catalog projection,audit all raw plan/AWBC/context call sites,consume final typed/admitted/verified/publication owner; delete raw success branches,P04-P15,migrate/delete,workspace member at current Cargo.toml
ASF-INV-00232,affected consumer,crates/arcweft-bundle,AWFB section writer/reader/signature verifier,audit all raw plan/AWBC/context call sites,consume final typed/admitted/verified/publication owner; delete raw success branches,P04-P15,migrate/delete,workspace member at current Cargo.toml
ASF-INV-00233,affected consumer,crates/arcweft-runtime-driver,launch/publication/swap/session restore,audit all raw plan/AWBC/context call sites,consume final typed/admitted/verified/publication owner; delete raw success branches,P04-P15,migrate/delete,workspace member at current Cargo.toml
ASF-INV-00234,affected consumer,crates/arcweft-save,snapshot/value/event codecs,audit all raw plan/AWBC/context call sites,consume final typed/admitted/verified/publication owner; delete raw success branches,P04-P15,migrate/delete,workspace member at current Cargo.toml
ASF-INV-00235,affected consumer,crates/arcweft-verify,raw structural report plus admitted checks,audit all raw plan/AWBC/context call sites,consume final typed/admitted/verified/publication owner; delete raw success branches,P04-P15,migrate/delete,workspace member at current Cargo.toml
ASF-INV-00236,affected consumer,crates/arcweft-lang-jit-cranelift,JIT compile/execute,audit all raw plan/AWBC/context call sites,consume final typed/admitted/verified/publication owner; delete raw success branches,P04-P15,migrate/delete,workspace member at current Cargo.toml
ASF-INV-00237,affected consumer,crates/arcweft-runtime-codegen,AOT/native emission,audit all raw plan/AWBC/context call sites,consume final typed/admitted/verified/publication owner; delete raw success branches,P04-P15,migrate/delete,workspace member at current Cargo.toml
ASF-INV-00238,affected consumer,crates/arcweft-runtime-accelerator,accelerated runtime adapter,audit all raw plan/AWBC/context call sites,consume final typed/admitted/verified/publication owner; delete raw success branches,P04-P15,migrate/delete,workspace member at current Cargo.toml
ASF-INV-00239,affected consumer,crates/arcweft-character,canonical catalog fact,audit all raw plan/AWBC/context call sites,consume final typed/admitted/verified/publication owner; delete raw success branches,P04-P15,migrate/delete,workspace member at current Cargo.toml
ASF-INV-00240,affected consumer,crates/arcweft-view,canonical registry fact,audit all raw plan/AWBC/context call sites,consume final typed/admitted/verified/publication owner; delete raw success branches,P04-P15,migrate/delete,workspace member at current Cargo.toml
ASF-INV-00241,affected consumer,crates/arcweft-dialogue,custom field/catalog fact,audit all raw plan/AWBC/context call sites,consume final typed/admitted/verified/publication owner; delete raw success branches,P04-P15,migrate/delete,workspace member at current Cargo.toml
ASF-INV-00242,affected consumer,crates/arcweft-player-native,runtime launch consumer,audit all raw plan/AWBC/context call sites,consume final typed/admitted/verified/publication owner; delete raw success branches,P04-P15,migrate/delete,workspace member at current Cargo.toml
ASF-INV-00243,affected consumer,crates/arcweft-player-web,runtime launch consumer,audit all raw plan/AWBC/context call sites,consume final typed/admitted/verified/publication owner; delete raw success branches,P04-P15,migrate/delete,workspace member at current Cargo.toml
ASF-INV-00244,affected consumer,crates/arcweft-launch,runtime launch orchestration,audit all raw plan/AWBC/context call sites,consume final typed/admitted/verified/publication owner; delete raw success branches,P04-P15,migrate/delete,workspace member at current Cargo.toml
ASF-INV-00245,affected consumer,crates/arcweft-cli,compile/bundle/run command consumers,audit all raw plan/AWBC/context call sites,consume final typed/admitted/verified/publication owner; delete raw success branches,P04-P15,migrate/delete,workspace member at current Cargo.toml
ASF-INV-00246,affected consumer,crates/arcweft-test,fixtures and integration harness,audit all raw plan/AWBC/context call sites,consume final typed/admitted/verified/publication owner; delete raw success branches,P04-P15,migrate/delete,workspace member at current Cargo.toml
ASF-INV-00247,affected consumer,crates/arcweft-project-loader,bundle/project input boundary,audit all raw plan/AWBC/context call sites,consume final typed/admitted/verified/publication owner; delete raw success branches,P04-P15,migrate/delete,workspace member at current Cargo.toml
